NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1,E0320900004111,永井市民センター,岩手県一関市花泉町永井字粒乱田69-1,1,,,38.780565008677,141.22742998758,
2,E0320900010111,花泉市民センター,岩手県一関市花泉町花泉字天王沢沖109-1,1,,,38.845781527209,141.1611543961,
3,E0320900020111,油島市民センター,岩手県一関市花泉町油島字上築道34-1,1,,,38.811788878516,141.17590029469,
4,E0320900024111,花泉中学校,岩手県一関市花泉町涌津字古川8,1,,,38.830224083048,141.18798651037,
5,E0320900033111,老松市民センター,岩手県一関市花泉町老松字藤田274-2,1,,,38.828626387985,141.20269480967,
6,E0320900036111,旧本寺中学校,岩手県一関市厳美町字岡山16-4,1,,,38.9722780597316,140.938224813789,
7,E0320900041111,厳美中学校,岩手県一関市厳美町字上ノ台45-1,1,,,38.942990026043,141.04150660198,
8,E0320900045111,一関市総合体育館,岩手県一関市狐禅寺字石ノ瀬25-3,1,,,38.94085377,141.1557042,
9,E0320900047111,山目小学校,岩手県一関市幸町2-47,1,,,38.92978273816,141.12258577677,
10,E0320900048111,サン・アビリティーズ一関,岩手県一関市三関字桜町36-3,1,,,38.929329875199,141.1517333113,
11,E0320900050111,磐井中学校,岩手県一関市山目字館46-1,1,,,38.93903780138,141.12346299997,
12,E0320900055111,室根体育館,岩手県一関市室根町折壁字向山85,1,,,38.934460303606,141.44627726625,
13,E0320900060111,曲ろくふれあいセンター,岩手県一関市室根町折壁字八幡沖345,1,,,38.936182310235,141.44467747365,
14,E0320900061111,室根市民センター津谷川体育館,岩手県一関市室根町津谷川字上川原19-1,1,,,38.848974754896,141.42636920121,
15,E0320900063111,室根中学校,岩手県一関市室根町矢越字五反田41-2,1,,,38.934699637304,141.43441038676,
16,E0320900070111,一関中学校,岩手県一関市真柴字中田18,1,,,38.912229380775,141.13497075917,
17,E0320900073111,赤荻小学校,岩手県一関市赤荻字桜町181-1,1,,,38.93849829,141.0939176,
18,E0320900088111,小梨市民センター,岩手県一関市千厩町小梨字堂ヶ崎30-5,1,,,38.902148395697,141.38153631818,
19,E0320900094111,千厩市民センター,岩手県一関市千厩町千厩字舘山50,1,,,38.917390624606,141.33788346999,
20,E0320900105111,磐清水体育館,岩手県一関市千厩町磐清水字蒲沢75-3,1,,,38.94160884865,141.31869720197,
21,E0320900111111,川崎農村環境改善センター,岩手県一関市川崎町薄衣字諏訪前137,1,,,38.901678473208,141.26409991748,
22,E0320900113111,川崎小学校,岩手県一関市川崎町薄衣字泉台50,1,,,38.902089873965,141.28258024297,
23,E0320900116111,一関文化センター,岩手県一関市大手町2-16,1,,,38.9283064842929,141.133389531676,
24,E0320900124111,摺沢市民センター（大東コミュニティセンター）,岩手県一関市大東町摺沢字街道下25-3,1,,,38.99572734336,141.3220079324,
25,E0320900129111,大東勤労者体育センター,岩手県一関市大東町大原字川内35,1,,,39.018635401443,141.39702980573,
26,E0320900138111,一関東中学校,岩手県一関市滝沢字寺田下81-2,1,,,38.910550779197,141.17111487574,
27,E0320900147111,松川市民センター,岩手県一関市東山町松川字町裏ノ上8-2,1,,,38.957570058993,141.2561897932,
28,E0320900153111,東山総合体育館,岩手県一関市東山町長坂字北山谷247,1,,,38.999789078005,141.24843284475,
29,E0320900157111,田河津市民センター,岩手県一関市東山町田河津字石ノ森16-8,1,,,39.014654642586,141.23501855894,
30,E0320900175111,西口コミュニティセンター,岩手県一関市藤沢町西口字十文字119-2,1,,,38.866883,141.313024,
31,E0320900180111,藤沢スポーツプラザ,岩手県一関市藤沢町藤沢字仁郷12,1,,,38.867856811983,141.35089965401,
32,E0320900181111,藤沢文化センター,岩手県一関市藤沢町藤沢字仁郷12-5,1,,,38.86789044604,141.35259924692,
33,E0320900192111,保呂羽コミュニティ体育館,岩手県一関市藤沢町保呂羽字宇和田82-9,1,,,38.842663760753,141.37455576348,
34,E0320900195111,萩荘中学校,岩手県一関市萩荘字境ノ神240,1,,,38.921337696399,141.09270894113,
35,E0320900201111,一関運動公園,岩手県一関市萩荘字箱清水4-2,1,,,38.91859974229,141.12146136378,
36,E0320900205111,舞川小学校,岩手県一関市舞川字館ノ越20-4,1,,,38.969958181445,141.17381514249,
37,E0320900212111,弥栄小学校,岩手県一関市弥栄字大奈良33-4,1,,,38.896781463032,141.23708301344,
38,E0352400003111,一戸町立一戸中学校,岩手県一戸町一戸字砂森12,1,,,40.2051848639897,141.301038646571,
39,E0352400004111,一戸町立一戸小学校,岩手県一戸町一戸字砂森149-13,1,,,40.211183388598,141.301071284198,
40,E0352400005121,結愛舎,岩手県一戸町一戸字砂森93-2,1,,高齢者,40.208875666487,141.3064955787,
41,E0352400005111,一戸町総合保健福祉センター,岩手県一戸町一戸字砂森93-2,1,,,40.2082680870312,141.306416938564,
42,E0352400009111,奥中山高原センターハウス・管理センター,岩手県一戸町奥中山字西田子662-1,1,,,40.083415,141.191418,
43,E0352400010111,一戸町立奥中山小学校,岩手県一戸町奥中山字西田子75-4,1,,,40.0655500135283,141.225771086656,
44,E0352400013111,一戸地区センター,岩手県一戸町高善寺字大川鉢24-9,1,,,40.2121685185581,141.29559286963,
45,E0352400015121,慶寿園あねたいホール,岩手県一戸町姉帯字下村24-1,1,,高齢者,40.16562378505,141.33642495287,
46,E0352400020111,一戸町立小鳥谷小学校,岩手県一戸町小鳥谷字仁昌寺43-2,1,,,40.1659607931202,141.304010273145,
47,E0352400021111,小鳥谷地区センター,岩手県一戸町小鳥谷字中屋敷上12-4,1,,,40.1684302669359,141.30520046011,
48,E0352400022121,こずやサンブルク,岩手県一戸町小鳥谷字野中21,,,高齢者,40.1811351,141.3051387,
49,E0352400023111,旧一戸町立小鳥谷中学校,岩手県一戸町小鳥谷字野里5-3,1,,,40.1752972144302,141.307122804171,
50,E0352400037111,一戸町立一戸南小学校,岩手県一戸町西法寺字関屋62-1,1,馬淵川洪水時には開設しません,,40.201556,141.299439,
51,E0352400038111,一戸町立奥中山中学校,岩手県一戸町中山字軽井沢76-2,1,,,40.065993,141.234677,
52,E0352400029111,奥中山地区センター,岩手県一戸町中山字大塚82-2,1,,,40.0656074046572,141.231337225385,
53,E0352400030111,一戸町立鳥海小学校,岩手県一戸町中里字中前田15,1,,,40.1957950303456,141.262941798285,
54,E0352400031111,旧一戸町立鳥越小学校,岩手県一戸町鳥越字中野平14-1,1,,,40.2390179553331,141.280525978271,
55,E0352400033111,来田保養センター,岩手県一戸町楢山字茶屋場1,1,,,40.2170833743978,141.352213336757,
56,E0320800004111,綾織小学校体育館,岩手県遠野市綾織町下綾織13-13-5,1,,,39.331585448339,141.46683884084,
57,E0320800006111,舘川原・二日町コミュニティ消防センター,岩手県遠野市綾織町下綾織29-56-1,,,,39.322071490645,141.45835209951,
58,E0320800007111,綾織町第７区コミュニティ消防センター,岩手県遠野市綾織町下綾織31-63-3,1,,,39.318976061668,141.46065975768,
59,E0320800010111,綾織地区センター,岩手県遠野市綾織町下綾織字且の鼻26,,,,39.323795375256,141.46615078585,
60,E0320800015111,根岸地区コミュニティ消防センター,岩手県遠野市綾織町新里13-2-2,1,,,39.33092668,141.4852889,
61,E0320800149111,大日地区コミュニティ消防センター,岩手県遠野市遠野町41-126,1,,,39.32547068,141.5331811,
62,E0320800021111,岩根橋地区集会所,岩手県遠野市宮守町下宮守20-35-6,1,,,39.3549744,141.3129164,
63,E0320800023111,宮守小学校体育館,岩手県遠野市宮守町下宮守26-6,,,,39.348128062616,141.3554245848,
64,E0320800144111,遠野市宮守健康管理センター,岩手県遠野市宮守町下宮守29-73-1,1,,,39.345321,141.35686,
65,E0320800145111,遠野市宮守体育館,岩手県遠野市宮守町下宮守29-74-2,1,,,39.344653,141.35773,
66,E0320800025111,みやもりホール,岩手県遠野市宮守町下宮守32-133-1,,,,39.34312674,141.3563302,
67,E0320800027111,遠野西中学校体育館　多目的ホール,岩手県遠野市宮守町下宮守39-65,1,,,39.345240199524,141.37163472104,
68,E0320800028111,塚沢構造改善センター,岩手県遠野市宮守町下宮守7-17-4,1,,,39.37610081,141.3765545,
69,E0320800029111,鱒沢小学校体育館,岩手県遠野市宮守町下鱒沢17-5,,,,39.30117863,141.4003141,
70,E0320800031111,ふるさと交流体験学習施設,岩手県遠野市宮守町下鱒沢21-137-6,1,,,39.303608,141.377697,
71,E0320800146111,遠野市鱒沢地区センター,岩手県遠野市宮守町下鱒沢34-1-1,1,,,39.29731,141.403012,
72,E0320800035111,迷岡地区集会所,岩手県遠野市宮守町下鱒沢6-132,1,,,39.32982994,141.3778164,
73,E0320800037111,上宮守地区多目的集会施設,岩手県遠野市宮守町上宮守14-89-6,1,,,39.36943105,141.3964,
74,E0320800038111,上鱒沢地区集会所,岩手県遠野市宮守町上鱒沢19-105-1,1,,,39.30964939,141.4287591,
75,E0320800039111,宮守農村婦人の家,岩手県遠野市宮守町上鱒沢8-66,1,,,39.30390023,141.4259744,
76,E0320800041111,達曽部小学校体育館,岩手県遠野市宮守町達曽部15-10,,,,39.392848655277,141.34818772406,
77,E0320800042111,達曽部地区センター,岩手県遠野市宮守町達曽部15-31-1,,,,39.39152163,141.3468761,
78,E0320800048111,白石涌水地区集会所,岩手県遠野市宮守町達曽部57-1-2,1,,,39.433510662853,141.40050047354,
79,E0320800049111,湯屋地区集会所,岩手県遠野市宮守町達曽部9-18-16,1,,,39.40218046,141.3381801,
80,E0320800050111,穀町コミュニティ消防センター,岩手県遠野市穀町14-12,1,,,39.32886482,141.5344707,
81,E0320800052111,小友地区センター,岩手県遠野市小友町16-105-1,1,,,39.27079221,141.423851,
82,E0320800053111,小友生涯学習スポーツ施設,岩手県遠野市小友町16-129,,,,39.271354327408,141.4256967344,
83,E0320800054111,小友小学校体育館,岩手県遠野市小友町16-133,,,,39.271501360495,141.42496799206,
84,E0320800055111,長野地区コミュニティ消防センター,岩手県遠野市小友町23-2-1,1,,,39.238698766754,141.4412592086,
85,E0320800058111,鷹鳥屋地区コミュニティセンター,岩手県遠野市小友町43-201-1,1,,,39.28856163812,141.46340272024,
86,E0320800059111,鮎貝地区コミュニティ消防センター,岩手県遠野市小友町5-105-1,1,,,39.275685892333,141.39004698836,
87,E0320800063111,遠野中学校体育館,岩手県遠野市松崎町白岩11-30,1,,,39.339563636907,141.5358749408,
88,E0320800066111,遠野緑峰高等学校体育館,岩手県遠野市松崎町白岩21-14-1,,,,39.340295664033,141.55258217408,
89,E0320800067111,八幡地区コミュニティ消防センター,岩手県遠野市松崎町白岩22-23-8,1,,,39.34036871,141.5491017,
90,E0320800070111,上早瀬コミュニティ消防センター,岩手県遠野市松崎町白岩9-52-27,1,,,39.33654861,141.5321264,
91,E0320800071111,遠野市総合福祉センター,岩手県遠野市松崎町白岩字薬研淵1-3,1,,,39.34347118,141.5365773,
92,E0320800072111,遠野北小学校体育館,岩手県遠野市松崎町白岩字薬研淵43,,,,39.343633154883,141.53353494046,
93,E0320800073111,佐比内地区コミュニティ消防センター,岩手県遠野市上郷町佐比内22-29-1,1,,,39.28320567,141.6089515,
94,E0320800074111,暮坪地区コミュニティ消防センター,岩手県遠野市上郷町佐比内37-143,1,,,39.290285,141.5998257,
95,E0320800075111,上郷小学校体育館,岩手県遠野市上郷町佐比内46-56-1,,,,39.284595204375,141.59449042558,
96,E0320800079111,上郷地区センター,岩手県遠野市上郷町板沢11-5-4,1,,,39.28536082,141.5884424,
97,E0320800080111,上郷生涯学習スポーツ施設,岩手県遠野市上郷町板沢11-6-6,,,,39.28671343,141.5879003,
98,E0320800082111,平倉地区コミュニティ消防センター,岩手県遠野市上郷町平倉25-19-2,1,,,39.27682477,141.5752897,
99,E0320800083111,平野原地区コミュニティ消防センター,岩手県遠野市上郷町平野原3-7-1,1,,,39.26869004,141.5862661,
100,E0320800085111,上組町コミュニティ消防センター,岩手県遠野市上組町11-4,1,,,39.332522807094,141.5382583,
101,E0320800087111,遠野市民センター,岩手県遠野市新町1-10,,,,39.32849796,141.5279171,
102,E0320800089111,沢田地区コミュニティ消防センター,岩手県遠野市青笹町糠前25-31,1,,,39.332185844258,141.58327461748,
103,E0320800091111,遠野東中学校体育館,岩手県遠野市青笹町青笹10-16,,,,39.322566147829,141.57045722072,
104,E0320800092111,青笹小学校体育館,岩手県遠野市青笹町青笹11-1,,,,39.320027218945,141.57271213744,
105,E0320800093111,青笹地区センター,岩手県遠野市青笹町青笹13-1-8,1,,,39.32160564,141.5732485,
106,E0320800098111,中沢部落中央公民館,岩手県遠野市青笹町中沢10-1,,,,39.30554687,141.5857445,
107,E0320800101111,下早瀬コミュニティ消防センター,岩手県遠野市早瀬町3-15-25,1,,,39.33803844,141.5238809,
108,E0320800102111,遠野浄化センター研修室,岩手県遠野市大工町10-10,,,,39.33255044,141.5229055,
109,E0320800106111,似田貝地区コミュニティ消防センター,岩手県遠野市土淵町土淵12-109-1,1,,,39.35518921,141.5628502,
110,E0320800108111,土淵生涯学習スポーツ施設,岩手県遠野市土淵町土淵4-21-6,,,,39.35753346,141.5765939,
111,E0320800110111,土淵小学校体育館,岩手県遠野市土淵町土淵6-1,,,,39.357963308581,141.56863048195,
112,E0320800111111,土淵地区センター,岩手県遠野市土淵町土淵6-5-3,,,,39.3572822,141.5687728,
113,E0320800113111,栃内地区コミュニティ消防センター,岩手県遠野市土淵町栃内11-125-2,1,,,39.38599783,141.6096487,
114,E0320800121111,たかむろ水光園芸能館,岩手県遠野市土淵町柏崎7-175-2,1,,,39.352669368104,141.59620730853,
115,E0320800122111,飯豊地区コミュニティ消防センター,岩手県遠野市土淵町飯豊5-14-2,1,,,39.33571561,141.5830251,
116,E0320800123111,遠野小学校体育館,岩手県遠野市東舘町11-28,1,,,39.326773443624,141.53738856576,
117,E0320800125111,附馬牛地区センター,岩手県遠野市附馬牛町下附馬牛11-40-1,1,,,39.41321295,141.5300716,
118,E0320800126111,附馬牛小学校体育館,岩手県遠野市附馬牛町下附馬牛11-43-1,,,,39.413262917013,141.52854185152,
119,E0320800129111,荒屋地区コミュニティ消防センター,岩手県遠野市附馬牛町下附馬牛4-44,1,,,39.40114887,141.5299347,
120,E0320800130111,小出地区コミュニティ消防センター,岩手県遠野市附馬牛町上附馬牛17-39-2,,,,39.456868986732,141.50756316823,
121,E0320800131111,大出地区コミュニティ消防センター,岩手県遠野市附馬牛町上附馬牛19-59-3,1,,,39.473184895776,141.50852190741,
122,E0320800132111,張山地区コミュニティ消防センター,岩手県遠野市附馬牛町上附馬牛4-15-2,1,,,39.39372131,141.5412453,
123,E0320800133111,大萩地区コミュニティ消防センター,岩手県遠野市附馬牛町東禅寺11-108,1,,,39.409381041028,141.49868234866,
124,E0320800134111,沢の口地区コミュニティ消防センター,岩手県遠野市附馬牛町東禅寺14-85,1,,,39.413587,141.4954889,
125,E0320800135111,東禅寺地区コミュニティ消防センター,岩手県遠野市附馬牛町東禅寺5-70,1,,,39.41335931,141.507161,
126,E0320800136111,遠野高等学校第一体育館　第二体育館,岩手県遠野市六日町3-17,1,,,39.327122144286,141.52030838979,
127,E0321500001111,奥州市立衣里小学校,岩手県奥州市衣川堰下7-2,1,,,39.01999984,141.0951723,
128,E0321500003111,衣川ふるさと自然塾,岩手県奥州市衣川下大森109-3,1,,,39.04506518,141.0113073,
129,E0321500005111,奥州市衣川地区センター,岩手県奥州市衣川古戸15-10,1,,,39.0404867,141.0658183,
130,E0321500006111,衣川セミナーハウス,岩手県奥州市衣川古戸29-2,1,,,39.039428387809,141.06546961549,
131,E0321500007111,奥州市立衣川中学校,岩手県奥州市衣川古戸403-1,1,,,39.04199085,141.0668025,
132,E0321500008111,奥州市立衣川小学校,岩手県奥州市衣川古戸414-1,1,,,39.04144088,141.0676071,
133,E0321500009111,衣川社会体育館,岩手県奥州市衣川古戸420,1,,,39.03990079,141.0685801,
134,E0321500010111,衣川柔剣道場,岩手県奥州市衣川古戸422-4,1,,,39.03939246,141.0686338,
135,E0321500011111,衣川総合支所,岩手県奥州市衣川古戸64-4,1,,,39.0395647149544,141.067692959262,
136,E0321500012111,奥州市北股地区センター,岩手県奥州市衣川小田212,1,,,39.08682394,140.9871459,
137,E0321500013111,奥州市南股地区センター,岩手県奥州市衣川沼野38-9,1,,,39.0039540647976,141.003955365294,
138,E0321500017111,旧国見平温泉,岩手県奥州市衣川長袋230-5,1,,,39.0794302,140.9984983,
139,E0321500019111,奥州市衣里地区センター,岩手県奥州市衣川富田44-1,1,,,39.0216168743028,141.090813600955,
140,E0321500021111,江刺西体育館,岩手県奥州市江刺愛宕字宿150,1,,,39.17814568,141.1527327,
141,E0321500022111,奥州市江刺愛宕地区センター,岩手県奥州市江刺愛宕字宿98-1,1,,,39.17860713958,141.1529784656,
142,E0321500024111,奥州市立江刺愛宕小学校,岩手県奥州市江刺愛宕字西下川原8,1,,,39.17658871,141.1508494,
143,E0321500027112,奥州市伊手地区センター,岩手県奥州市江刺伊手字西風54,1,,,39.1778767185506,141.303182846381,
144,E0321500028111,奥州市立稲瀬小学校,岩手県奥州市江刺稲瀬字下台12,1,,,39.21651767,141.156849,
145,E0321500031111,稲瀬体育センター,岩手県奥州市江刺稲瀬字谷地16,1,,,39.21501643,141.1532559,
146,E0321500032111,奥州市稲瀬地区センター,岩手県奥州市江刺稲瀬字谷地16-1,1,,,39.215477384191,141.1534841648,
147,E0321500034111,奥州市立岩谷堂小学校,岩手県奥州市江刺岩谷堂字一本松32,1,,,39.19474382,141.1694019,
148,E0321500035111,歌読会館,岩手県奥州市江刺岩谷堂字歌読84,1,,,39.22899779,141.1790425,
149,E0321500038111,岩手県立岩谷堂高等学校,岩手県奥州市江刺岩谷堂字根岸116,1,,,39.20463062,141.1697529,
150,E0321500041111,餅田会館,岩手県奥州市江刺岩谷堂字中堰143-2,1,,,39.17851351,141.1901867,
151,E0321500042111,増沢ふれあいセンター,岩手県奥州市江刺岩谷堂字中野41,1,,,39.20550989,141.1919365,
152,E0321500044111,奥州市玉里地区センター,岩手県奥州市江刺玉里字青篠199-3,1,,,39.22809263,141.2455449,
153,E0321500045111,奥州市立江刺ひがし小学校,岩手県奥州市江刺玉里字大松沢108,1,,,39.22904096,141.2411973,
154,E0321500046111,江刺農業者トレーニングセンター,岩手県奥州市江刺玉里字大松沢85,1,,,39.23024766,141.2437823,
155,E0321500049111,奥州市広瀬地区センター,岩手県奥州市江刺広瀬字柿ノ木443-4,1,,,39.25255679,141.2100201,
156,E0321500050112,江刺中央体育館,岩手県奥州市江刺杉ノ町9-1,1,,,39.18248333,141.1737146,
157,E0321500051111,江刺防災センター,岩手県奥州市江刺西大通り3-8,1,,,39.19195013,141.1722187,
158,E0321500052111,江刺保健センター,岩手県奥州市江刺西大通り4-11-3,1,,,39.1935528,141.1733294,
159,E0321500053111,江刺生涯学習センター,岩手県奥州市江刺大通り1-54,1,,,39.19199464,141.1736434,
160,E0321500054111,江刺体育文化会館,岩手県奥州市江刺大通り1-59,1,,,39.19205479,141.1746007,
161,E0321500056111,江刺総合支所,岩手県奥州市江刺大通り1-8,1,,,39.19143946,141.1736351,
162,E0321500058111,奥州市立田原小学校,岩手県奥州市江刺田原字駒場108,1,,,39.15454746,141.2111641,
163,E0321500059111,石谷会館,岩手県奥州市江刺田原字御免124,1,,,39.16418985,141.195819,
164,E0321500060111,奥州市田原地区センター,岩手県奥州市江刺田原字深沢166-1,1,,,39.15345638,141.2224612,
165,E0321500061111,江刺農業者健康増進センター,岩手県奥州市江刺田原字深沢240-1,1,,,39.15361446,141.2220106,
166,E0321500066111,奥州市藤里地区センター,岩手県奥州市江刺藤里字上長沢27,1,,,39.1827510946886,141.248292503563,
167,E0321500068111,フロンティア奥州えさし,岩手県奥州市江刺南町4-8,1,,,39.19053332,141.1821997,
168,E0321500213111,奥州市米里地区センター,岩手県奥州市江刺米里字八幡72-1,,,,39.2337548311426,141.310218617623,
169,E0321500213112,米里体育センター,岩手県奥州市江刺米里字八幡72-1,,,,39.2334782965389,141.310105617618,
170,E0321500072111,江刺ターミナルプラザ,岩手県奥州市江刺豊田町3-1-27,1,,,39.1857067,141.1806661,
171,E0321500075111,奥州市林業者等健康増進センター,岩手県奥州市江刺梁川字日ノ神86,1,,,39.2819572940887,141.265088982281,
172,E0321500076111,奥州市梁川地区センター,岩手県奥州市江刺梁川字日ノ神90,1,,,39.2820962674459,141.264652136274,
173,E0321500077111,荒神社参集殿,岩手県奥州市水沢羽田町駅前1-28,1,,,39.14385338,141.1888629,
174,E0321500079111,奥州市総合体育館,岩手県奥州市水沢羽田町字うぐいす平72,1,,,39.129232,141.195686,
175,E0321500080111,川前会館,岩手県奥州市水沢羽田町字粟ノ瀬90,1,,,39.13979398,141.1795459,
176,E0321500081111,御山下子供会館,岩手県奥州市水沢羽田町字御山下165,1,,,39.14822876,141.1906079,
177,E0321500082111,奥州市立羽田小学校,岩手県奥州市水沢羽田町字洗田362,1,,,39.1349597,141.1907625,
178,E0321500083111,奥州市鋳物技術交流センター,岩手県奥州市水沢羽田町字明正131,1,,,39.13886789,141.1841474,
179,E0321500084111,黒田助会館,岩手県奥州市水沢羽田町字門下77-2,1,,,39.12227886,141.2109026,
180,E0321500086111,小黒石自然体験交流館,岩手県奥州市水沢黒石町字下ノ在家5,1,,,39.0981491070769,141.213204441785,
181,E0321500087111,しもやなぎ交流館,岩手県奥州市水沢黒石町字下柳79-134,1,,,39.07831489,141.1973377,
182,E0321500089111,正法寺会館,岩手県奥州市水沢黒石町字正法寺62,1,,,39.06763281,141.2230422,
183,E0321500091111,高清水会館,岩手県奥州市水沢黒石町字長田24-4,1,,,39.10349487,141.2090134,
184,E0321500212111,鶴城集会所,岩手県奥州市水沢黒石町字鶴城63-1,,,,39.0917717031963,141.190322214344,
185,E0321500092111,奥州市黒石地区センター,岩手県奥州市水沢黒石町字鶴城9-2,1,,,39.0951121,141.1941661,
186,E0321500216111,二渡会館,岩手県奥州市水沢黒石町字二渡616-2,1,,,39.07404599,141.1804051,
187,E0321500094111,白石沢子供会館,岩手県奥州市水沢黒石町字白石沢43-1,1,,,39.0709097847987,141.191187381668,
188,E0321500095111,一本木会館,岩手県奥州市水沢佐倉河字一本木25-1,1,,,39.16300175,141.1129024,
189,E0321500096111,水沢勤労者体育館,岩手県奥州市水沢佐倉河字舘下65-8,1,,,39.16500546,141.1503184,
190,E0321500097111,栃の木会館,岩手県奥州市水沢佐倉河字玉ノ木248,1,,,39.15483821,141.0921967,
191,E0321500098111,八幡会館,岩手県奥州市水沢佐倉河字九蔵田100-1,1,,,39.1765139315841,141.136296902153,
192,E0321500102111,舘会館,岩手県奥州市水沢佐倉河字寺西58,1,,,39.16442545,141.1457818,
193,E0321500103111,佐野会館,岩手県奥州市水沢佐倉河字宿93-2,1,,,39.17465055,141.1173553,
194,E0321500104111,奥州市立東水沢中学校,岩手県奥州市水沢佐倉河字瀬ノ上2-5,1,,,39.1403264,141.1666945,
195,E0321500105111,奥州市佐倉河地区センター,岩手県奥州市水沢佐倉河字西沖ノ目4-1,1,,,39.1657580581223,141.130215037035,
196,E0321500106111,上幅会館,岩手県奥州市水沢佐倉河字西田中24,1,,,39.16370122,141.0993382,
197,E0321500107111,奥州市文化会館,岩手県奥州市水沢佐倉河字石橋41,1,,,39.14632691,141.1534638,
198,E0321500108111,奥州市立佐倉河小学校,岩手県奥州市水沢佐倉河字曾根7,1,,,39.16546723,141.1282908,
199,E0321500109111,岩手県立水沢工業高等学校,岩手県奥州市水沢佐倉河字道下100-1,1,,,39.15571348,141.1512501,
200,E0321500110111,北常盤交流館,岩手県奥州市水沢佐倉河字冨堂32,1,,,39.14907417,141.159082,
201,E0321500111111,宮田会館,岩手県奥州市水沢佐倉河字面塚40-2,1,,,39.16502718,141.1213321,
202,E0321500113111,奥州市立姉体小学校,岩手県奥州市水沢姉体町字京原70,1,,,39.10699456,141.1661424,
203,E0321500114111,下姉体会館,岩手県奥州市水沢姉体町字漆林59-3,1,,,39.09094574,141.1684507,
204,E0321500115111,奥州市姉体地区センター,岩手県奥州市水沢姉体町字宿8-3,1,,,39.0983612,141.1776797,
205,E0321500116111,上島会館,岩手県奥州市水沢姉体町字上島122,1,,,39.11237342,141.1755247,
206,E0321500117111,姉体南方会館,岩手県奥州市水沢姉体町字野中16-3,1,,,39.08554854,141.1694114,
207,E0321500118111,さくら会館,岩手県奥州市水沢字桜屋敷西110-1,1,,,39.12171251,141.1247308,
208,E0321500119111,大林寺,岩手県奥州市水沢字寺小路1,1,,,39.14024839,141.1439401,
209,E0321500120111,増長寺,岩手県奥州市水沢字寺小路26,1,,,39.14142746,141.144319,
210,E0321500121111,長光寺,岩手県奥州市水沢字寺小路33,1,,,39.14265858,141.1435835,
211,E0321500122111,石田北集会所,岩手県奥州市水沢字寺領216,1,,,39.14581928,141.1206393,
212,E0321500123111,水沢第一高等学校,岩手県奥州市水沢字森下20-1,1,,,39.12251472,141.112463,
213,E0321500124112,奥州市水沢地区センター,岩手県奥州市水沢字聖天85-2,1,,,39.148071,141.1319713,
214,E0321500126111,岩手県立水沢商業高等学校,岩手県奥州市水沢字土器田1,1,,,39.14365988,141.1257703,
215,E0321500127111,大安寺,岩手県奥州市水沢字東町2,1,,,39.13919143,141.14298,
216,E0321500128111,奥州市立水沢中学校,岩手県奥州市水沢字南丑沢10-1,1,,,39.1533679,141.1369216,
217,E0321500130111,北下巾会館,岩手県奥州市水沢字北半郷24-1,1,,,39.15495173,141.1124531,
218,E0321500131111,奥州市立水沢小学校,岩手県奥州市水沢字堀ノ内4-2,1,,,39.14630684,141.1334432,
219,E0321500217111,岩手県立水沢高等学校,岩手県奥州市水沢字龍ヶ馬場5-1,,,,39.12358432,141.1399079,
220,E0321500134111,水沢武道館,岩手県奥州市水沢秋葉町24-3,1,,,39.1481266,141.1430061,
221,E0321500135111,上姉体会館,岩手県奥州市水沢上姉体2-1-20,1,,,39.1170866,141.1637109,
222,E0321500136111,北姉体会館,岩手県奥州市水沢上姉体5-15-5,1,,,39.11978873,141.1631155,
223,E0321500137111,奥州市真城地区センター,岩手県奥州市水沢真城字柿ノ木下99,1,,,39.11429884,141.147896,
224,E0321500138111,折居町会館,岩手県奥州市水沢真城字宮沢5-7,1,,,39.09768497,141.1299477,
225,E0321500139111,西姉体会館,岩手県奥州市水沢真城字迎畑183,1,,,39.11811526,141.1571806,
226,E0321500140111,高根会館,岩手県奥州市水沢真城字高根74,1,,,39.09621201,141.1520897,
227,E0321500141111,奥州市立真城小学校,岩手県奥州市水沢真城字高田44-1,1,,,39.11410583,141.1454506,
228,E0321500142111,奥州市立水沢南中学校,岩手県奥州市水沢真城字大檀39-1,1,,,39.11863107,141.14285,
229,E0321500143111,中平集会所,岩手県奥州市水沢真城字中平88-1,1,,,39.10674701,141.1549947,
230,E0321500144111,瀬台野交流館,岩手県奥州市水沢真城字町屋敷54-2,1,,,39.12725064,141.1614308,
231,E0321500145111,大深沢交流館,岩手県奥州市水沢真城字東大深沢19-3,1,,,39.10783529,141.1384837,
232,E0321500146111,須江交流館,岩手県奥州市水沢真城字堂林前2-1,1,,,39.12545924,141.1483493,
233,E0321500148111,奥州市立常盤小学校,岩手県奥州市水沢神明町1-1-5,1,,,39.13987777,141.1577303,
234,E0321500150111,奥州市常盤地区センター,岩手県奥州市水沢台町2-12,1,,,39.13204683,141.1554608,
235,E0321500151111,奥州市水沢保健センター,岩手県奥州市水沢大手町3-2,1,,,39.14607812,141.1397905,
236,E0321500153111,奥州市水沢南地区センター,岩手県奥州市水沢大鐘町2-12,1,,,39.1290736064695,141.137198940622,
237,E0321500155111,水沢体育館,岩手県奥州市水沢中上野町1-85,1,,,39.13565721,141.1381624,
238,E0321500157111,岩手ふるさと農業協同組合水沢支店,岩手県奥州市水沢東大通り1-8-17,1,,,39.14037086,141.1491939,
