NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1274,E0348400044111,北山地区総合センター,岩手県田野畑村北山236-1,,,,39.976554726482,141.94430287615,
1275,E0348400045111,田野畑自然大学校,岩手県田野畑村北山278-7,,,,39.971712208035,141.94730013002,
1276,E0348400048111,池名地区公民館,岩手県田野畑村明戸399-1,,,,39.970752399609,141.89629729141,
1277,E0348400049111,明戸地区公民館,岩手県田野畑村明戸692-1,1,,,39.947430023371,141.91788907398,
1278,E0348400054111,羅賀地区コミュニティセンター,岩手県田野畑村羅賀192-114,1,,,39.936378850571,141.93362036046,
1279,E0348400057111,拓洋台団地集会所,岩手県田野畑村羅賀193-67,,,,39.93613586988,141.91224335652,
1280,E0348400058111,田野畑地区公民館,岩手県田野畑村羅賀194-5,,,,39.936400531206,141.89720605116,
1281,E0348400061111,和野地区公民館,岩手県田野畑村和野140-5,,,,39.928894974905,141.91462020981,
1282,E0348400063112,アズビィホール（広域避難所）,岩手県田野畑村和野278,,,,39.924359608911,141.90331201602,
1283,E0348400063113,アズビィ体育館（広域避難所）,岩手県田野畑村和野278,,,,39.923758972315,141.90346221973,
1284,E0348400063111,アズビィ楽習センター,岩手県田野畑村和野278,,,,39.924118,141.902557,
1285,E0348400064111,西和野自治会館,岩手県田野畑村和野278-5,,,,39.924083974963,141.90211038637,
1286,E0321300001111,旧御返地中学校体育館,岩手県二戸市安比字上大簗平4-2,1,,,40.233972151736,141.22088062122,
1287,E0321300001112,御返地防災センター,岩手県二戸市安比字上大簗平4-2,1,,,40.233963913707,141.22175843677,
1288,E0321300002111,御返地小学校体育館,岩手県二戸市安比字上大簗平7-2,1,,,40.235123205761,141.22051711233,
1289,E0321300003111,金田一コミュニティセンター下斗米分館体育館,岩手県二戸市下斗米字下平59,1,,,40.286369748282,141.25225483627,
1290,E0321300004111,十文字公民館,岩手県二戸市下斗米字十文字114-2,1,,,40.29429992,141.277898,
1291,E0321300005111,金田一コミュニティセンター舌崎分館,岩手県二戸市釜沢字高瀬1-2,1,,,40.342196149355,141.27255372818,
1292,E0321300007111,金田一保育所,岩手県二戸市金田一字大釜138,,,,40.320569198992,141.30637770774,
1293,E0321300009111,金田一コミュニティセンター,岩手県二戸市金田一字馬場80,1,,,40.3175680655,141.30893065582,
1294,E0321300013111,根森総合センター,岩手県二戸市上斗米字下坂53-1,1,,,40.27997817,141.1492528,
1295,E0321300015111,上斗米農村環境改善センター,岩手県二戸市上斗米字前田6,1,,,40.27078833,141.2091084,
1296,E0321300016111,川代地区活性化センター,岩手県二戸市上斗米字大坊97-1,1,,,40.26114603,141.1711504,
1297,E0321300020111,太田地区活性化施設,岩手県二戸市浄法寺町下ノ沢1-1,1,,,40.18096723,141.1159122,
1298,E0321300021111,浄法寺文化交流センター,岩手県二戸市浄法寺町下前田30-1,1,,,40.18426782,141.1564398,
1299,E0321300025111,浄法寺小学校体育館,岩手県二戸市浄法寺町海上田3-7,1,,,40.181993950487,141.15786844732,
1300,E0321300027111,浄法寺体育館,岩手県二戸市浄法寺町岩渕11-1,1,,,40.186612847579,141.1625470209,
1301,E0321300029111,大嶺地区多目的集会施設,岩手県二戸市浄法寺町駒ケ嶺前田49-3,1,,,40.16333327,141.1214533,
1302,E0321300030111,宮向山地区転作営農研修センター,岩手県二戸市浄法寺町向田45-2,1,,,40.20174830992,141.17721591164,
1303,E0321300033111,梅田川地区生活改善センター,岩手県二戸市浄法寺町漆原14-1,1,,,40.20600917,141.1199057,
1304,E0321300043111,川又地区生活改善センター,岩手県二戸市浄法寺町八方口47-2,1,,,40.2270411,141.1547867,
1305,E0321300046111,仁左平小学校体育館,岩手県二戸市仁左平字下構55,1,,,40.304977945339,141.31566357738,
1306,E0321300047111,東仁左平地区センター,岩手県二戸市仁左平字久保33,1,,,40.30567251,141.3216852,
1307,E0321300049111,二戸市勤労者総合福祉センター,岩手県二戸市石切所字荷渡22-16,,,,40.269578782053,141.29335015202,
1308,E0321300050111,総合スポーツセンター,岩手県二戸市石切所字荷渡22-20,,,,40.269961487071,141.29369347478,
1309,E0321300052111,二戸高等技術専門校,岩手県二戸市石切所字上野々92-1,1,,,40.259446932674,141.29815870119,
1310,E0321300054111,川原橋通り町内会館,岩手県二戸市石切所字船場16-1,,,,40.259449072581,141.29142186462,
1311,E0321300055111,大村地区コミュニティセンター,岩手県二戸市石切所字大村36,,,,40.264949405029,141.28906216355,
1312,E0321300056111,石切所小学校体育館,岩手県二戸市石切所字田尻平4,1,,,40.257993609772,141.28835036947,
1313,E0321300057111,二戸中央コミュニティセンター,岩手県二戸市石切所字枋ノ木35,,,,40.258780214057,141.28869244349,
1314,E0321300058111,足沢生活改善センター,岩手県二戸市足沢字狐森38,1,,,40.248189111488,141.18084221838,
1315,E0321300061111,福岡小学校体育館,岩手県二戸市福岡字下川又15,1,,,40.272168537888,141.30398908028,
1316,E0321300062111,福岡中学校体育館,岩手県二戸市福岡字下川又22-1,1,,,40.272434579547,141.30594172845,
1317,E0321300065111,在八公民館,岩手県二戸市福岡字在府小路6,1,,,40.26568703,141.3014705,
1318,E0321300066111,作久保集落センター,岩手県二戸市福岡字作ケ久保140-6,1,,,40.29034454,141.3233122,
1319,E0321300068111,福岡高校第１・２体育館,岩手県二戸市福岡字上平10,1,,,40.274758295257,141.30336394624,
1320,E0321300069111,尻子内公民館,岩手県二戸市福岡字尻子内上平6-2,,,,40.260367384896,141.32439834431,
1321,E0321300070111,大萩野公民館,岩手県二戸市福岡字大萩野12,1,,,40.29139976,141.3404845,
1322,E0321300073111,総合福祉センター,岩手県二戸市福岡字八幡下11-1,,,,40.262606054423,141.29528465865,
1323,E0321300075111,山田公民館,岩手県二戸市福田字福田久保16-3,1,,,40.216288052298,141.23266168991,
1324,E0321300077111,下米沢交流センター,岩手県二戸市米沢字家ノ上11-3,1,,,40.29127613,141.286808,
1325,E0321300078111,二戸地域職業訓練センター,岩手県二戸市米沢字荒谷76-2,,,,40.286613678591,141.29293999492,
1326,E0321300079111,二戸市生きいき交流センター,岩手県二戸市堀野字下夕川原63,,,,40.289413074641,141.29495229544,
1327,E0321300080111,中央小学校体育館,岩手県二戸市堀野字下夕川原71-1,1,,,40.290292830163,141.29377748788,
1328,E0321300083111,長久保集落センター,岩手県二戸市野々上字上ノ沢40-2,,,,40.321726056606,141.27221152466,
1329,E0321300084111,外山集落センター,岩手県二戸市野々上字鳥子長根76-1,1,,,40.32558695,141.2931891,
1330,E0321300085111,海上ふるさと交流館,岩手県二戸市野々上字潰谷地94-5,1,,,40.31387883,141.23345,
1331,E0321400001111,安比高原集会所,岩手県八幡平市安比高原605-225,1,,,40.0034,140.98233,
1332,E0321400002111,田山小学校,岩手県八幡平市下モ川原20,1,,,40.1406631,140.9514754,
1333,E0321400003111,舘市コミュニティセンター,岩手県八幡平市舘市39-1,1,,,40.11354455,140.8910679,
1334,E0321400004111,浅沢コミュニティセンター,岩手県八幡平市岩木向77,1,,,40.12732152,141.0934868,
1335,E0321400005111,荒木田地域体育館,岩手県八幡平市荒木田10-81-2,1,,,39.97142673,141.0924757,
1336,E0321400006111,細野コミュニティセンター,岩手県八幡平市細野704-1,1,,,40.0245415,140.9674206,
1337,E0321400008111,中松尾集落センター,岩手県八幡平市松尾19-37-2,1,,,39.96213745,141.0585929,
1338,E0321400010111,時森地区自治会館,岩手県八幡平市松尾2-289,1,,,39.96948119,141.0479958,
1339,E0321400009111,鷲連寺,岩手県八幡平市松尾20-22,1,,,39.96089322,141.0544325,
1340,E0321400011111,前森集落センター,岩手県八幡平市松尾5-463-4,1,,,39.95894782,140.9940019,
1341,E0321400012111,大花森集落加工センター,岩手県八幡平市松尾5-715,1,,,39.96643675,141.0276254,
1342,E0321400013111,谷地中地区集落センター,岩手県八幡平市松尾8-25-4,1,,,39.95754457,141.0448171,
1343,E0321400015111,金沢自治集会所,岩手県八幡平市松尾寄木1-568-3,1,,,39.90634459,140.9837782,
1344,E0321400014111,刈屋集落センター,岩手県八幡平市松尾寄木13-21-6,1,,,39.91467937,141.0050203,
1345,E0321400016111,北寄木自治会館,岩手県八幡平市松尾寄木25-80-1,1,,,39.93465186,141.0478002,
1346,E0321400017111,新田公民館,岩手県八幡平市松尾寄木26-75-5,1,,,39.927167773032,141.04126872883,
1347,E0321400018111,寄木小学校,岩手県八幡平市松尾寄木27-103,1,,,39.92854114,141.0500139,
1348,E0321400019111,南寄木集落センター,岩手県八幡平市松尾寄木29-40-6,1,,,39.92219059,141.048352,
1349,E0321400020111,畑自治集会所,岩手県八幡平市松尾寄木3-183-1,1,,,39.93353617,140.9898325,
1350,E0321400021111,安代小学校,岩手県八幡平市清水210,1,,,40.10504361,141.0487839,
1351,E0321400022111,安代中学校,岩手県八幡平市清水50,1,,,40.1066423,141.0472453,
1352,E0321400023111,寺田コミュニティセンター,岩手県八幡平市西根寺田15-127,1,,,39.97748356,141.1074512,
1353,E0321400024111,寺田小学校,岩手県八幡平市西根寺田15-30,1,,,39.97979533,141.1082315,
1354,E0321400025111,畑コミュニティセンター,岩手県八幡平市赤坂田202-9,1,,,40.04876152,141.0039201,
1355,E0321400026111,五日市コミュニティセンター,岩手県八幡平市川原25-2,1,,,40.11534284,141.0566439,
1356,E0321400027111,大更小学校,岩手県八幡平市大更21-70,1,,,39.90893559,141.1013368,
1357,E0321400028111,西根中学校,岩手県八幡平市大更24-25,1,,,39.91622684,141.0916102,
1358,E0321400029111,大更コミュニティセンター,岩手県八幡平市大更25-55-4,1,,,39.91322967,141.0991567,
1359,E0321400030111,旧渋川小学校,岩手県八幡平市大更39-139,1,,,39.92945197,141.128131,
1360,E0321400031111,旧東大更小学校,岩手県八幡平市大更9-116,1,,,39.91020102,141.1430465,
1361,E0321400032111,田山コミュニティセンター,岩手県八幡平市田中下夕78,1,,,40.139574399612,140.95235422725,
1362,E0321400033111,田頭小学校,岩手県八幡平市田頭19-43,1,,,39.91954703,141.0818988,
1363,E0321400034111,田頭コミュニティセンター,岩手県八幡平市田頭23-37-7,1,,,39.91831048,141.0846407,
1364,E0321400035111,西根地区市民センター,岩手県八幡平市田頭39-80-1,1,,,39.92637598,141.0944909,
1365,E0321400036111,日泥公民館,岩手県八幡平市日泥道ノ下57,1,,,40.14819456676,140.93579834956,
1366,E0321400037111,田山グラウンド,岩手県八幡平市馬場下夕46-1,1,,,40.14102408,140.9575121,
1367,E0321400038111,柏台地区センター,岩手県八幡平市柏台2-5-5,1,,,39.91472899,140.9778567,
1368,E0321400039111,柏台小学校,岩手県八幡平市柏台2-7-10,1,,,39.91724677,140.9812023,
1369,E0321400040111,平笠小学校,岩手県八幡平市平笠12-62,1,,,39.90836163,141.0757058,
1370,E0321400041111,平舘高等学校,岩手県八幡平市平舘25-6,1,,,39.9421399,141.0918058,
1371,E0321400042111,平舘コミュニティセンター,岩手県八幡平市平舘26-99-1,1,,,39.94261588,141.0954201,
1372,E0321400043111,平舘小学校,岩手県八幡平市平舘9-35-1,1,,,39.95046205,141.0923339,
1373,E0321400044111,西根第一中学校,岩手県八幡平市堀切12-40,1,,,39.95980459,141.1021865,
1374,E0321400049111,中沢自治公民館,岩手県八幡平市野駄1-72,1,,,39.94102568,141.0163979,
1375,E0321400045111,松野小学校,岩手県八幡平市野駄11-157,1,,,39.95633834,141.0636151,
1376,E0321400046111,松尾中学校,岩手県八幡平市野駄14-57,1,,,39.94151295,141.0531406,
1377,E0321400047111,山道集落センター,岩手県八幡平市野駄16-4,1,,,39.94694033,141.0586624,
1378,E0321400048111,向村ふれあいセンター,岩手県八幡平市野駄16-59,1,,,39.94948976,141.064208,
1379,E0321400050111,八幡平市総合福祉センター,岩手県八幡平市野駄19-50,1,,,39.95361542,141.0671191,
1380,E0321400051111,市役所多目的ホール棟,岩手県八幡平市野駄21-170,1,,,39.956258241412,141.07173615235,
1381,E0321400052111,森子集落センター,岩手県八幡平市野駄21-3-1,1,,,39.955288,141.063836,
1382,E0321400053111,松尾柔剣道場,岩手県八幡平市野駄7-220,1,,,39.942896259374,141.05196870958,
1383,E0321400053112,松尾コミュニティセンター,岩手県八幡平市野駄7-220,1,,,39.94321295,141.0524622,
1384,E0321400054111,荒屋コミュニティセンター,岩手県八幡平市叺田70,1,,,40.101649484602,141.05311687686,
1385,E0321400054112,安代地区体育館,岩手県八幡平市叺田70,1,,,40.101017581815,141.0528755188,
1386,E0321400055111,若谷地自治公民館,岩手県八幡平市帷子16-57-37,1,,,39.961882733238,141.13723099126,
1387,E0348500011121,くろさき小規模多機能ホーム,岩手県普代村1-4-1,,,施設と協議の上決定,39.9984704186016,141.930117647418,
1388,E0348500005111,自然休養村管理センター,岩手県普代村13-169-1,1,,,40.0099069658031,141.885223372665,
1389,E0348500016111,Ｂ＆Ｇ海洋センター,岩手県普代村19-71-3,,,,40.0423493649925,141.871067151748,
1390,E0348500025111,国民宿舎くろさき荘,岩手県普代村2-84-4,1,,,40.0054116610422,141.934860548811,
1391,E0348500023121,特別養護老人ホームうねとり荘,岩手県普代村24-5-1,,,施設と協議の上決定,40.0125151861793,141.854844123668,
1392,E0348500035111,普代村役場,岩手県普代村9-13-2,1,,,40.0052189220342,141.88593320526,
1393,E0340200002112,長島体育館,岩手県平泉町長島字砂子沢167-2,,,,38.99694925,141.144198,
1394,E0340200002111,平泉町公民館長島分館,岩手県平泉町長島字砂子沢167-2,,,,38.99694925,141.144198,
1395,E0340200004111,長島小学校,岩手県平泉町長島字砂子沢33,1,,,38.9959526660752,141.150318695568,
1396,E0340200014111,平泉文化遺産センター,岩手県平泉町平泉字花立44,1,,,38.99290806,141.1112295,
1397,E0340200025112,平泉幼稚園,岩手県平泉町平泉字倉町152,1,,,38.985982049059,141.109984916829,
1398,E0340200025111,平泉保育所,岩手県平泉町平泉字倉町152,1,,,38.9857568815726,141.109952730318,
1399,E0340200026111,平泉小学校,岩手県平泉町平泉字倉町155,1,,,38.9863395214745,141.109046968351,
1400,E0340200027111,平泉中学校,岩手県平泉町平泉字倉町23,1,,,38.9848989157994,141.111894229605,
1401,E0340200028111,悠久の湯平泉温泉,岩手県平泉町平泉字大沢1-1,,,,38.9909216139736,141.110768001753,
1402,E0320600001111,さくらホール,岩手県北上市さくら通り2-1-1,1,,,39.297833,141.109469,
1403,E0320600003111,上台会館,岩手県北上市稲瀬町上台200-1,1,,,39.24931226,141.1256315,
1404,E0320600004111,安楽寺,岩手県北上市稲瀬町上台200-5,1,,,39.24866421,141.1247678,
1405,E0320600005111,北上孝輝殿,岩手県北上市稲瀬町上台201-1,1,,,39.2498391680544,141.124850086704,
1406,E0320600006111,くにみ保育園,岩手県北上市稲瀬町上台586-2,1,,,39.24854911,141.1262947,
1407,E0320600007111,稲瀬地区交流センター,岩手県北上市稲瀬町前田276,1,,,39.246006,141.123997,
1408,E0320600008111,稲瀬スポーツ交流館,岩手県北上市稲瀬町地蔵堂15,1,,,39.23743212,141.1209233,
1409,E0320600009111,江釣子７区公民館,岩手県北上市下江釣子11-118-3,1,,,39.29889351,141.0410461,
1410,E0320600010111,臥牛農業担い手センター,岩手県北上市臥牛11-48,1,,,39.35914338,141.1736898,
1411,E0320600011111,江釣子幼稚園,岩手県北上市滑田15-57,1,,,39.31713112,141.0685129,
1412,E0320600012111,鬼柳小学校,岩手県北上市鬼柳町都鳥35,1,,,39.27608862,141.0967461,
1413,E0320600013111,鬼柳地区交流センター,岩手県北上市鬼柳町都鳥49,1,,,39.274016255672,141.095327318511,
1414,E0320600016111,口内地区交流センター,岩手県北上市口内町新町67,1,,,39.29369797,141.2051814,
1415,E0320600107111,口内保育園,岩手県北上市口内町新町99-1,1,,,39.293391,141.204432,
1416,E0320600108111,正行寺,岩手県北上市口内町中野88-1,1,,,39.307258,141.188642,
1417,E0320600110111,新田休養センター,岩手県北上市口内町長洞146,1,,,39.295426,141.223047,
1418,E0320600018111,更木地区交流センター,岩手県北上市更木12-151-1,1,,,39.34256067,141.1489591,
1419,E0320600019111,更木小学校,岩手県北上市更木12-61,1,,,39.34291786,141.1488765,
1420,E0320600020111,永昌寺,岩手県北上市更木33-105,1,,,39.33572011,141.1569596,
1421,E0320600021111,特別養護老人ホーム八天の里,岩手県北上市更木34-320-1,1,,,39.3303291,141.1587291,
1422,E0320600111111,黒岩鬼剣舞道場,岩手県北上市黒岩16-26-1,1,,,39.313324,141.159017,
1423,E0320600112111,正洞寺,岩手県北上市黒岩18-45,1,,,39.310573,141.155664,
1424,E0320600022111,黒岩地区交流センター,岩手県北上市黒岩19-36-2,1,,,39.30968199,141.15552333558,
1425,E0320600024111,北上中学校,岩手県北上市黒沢尻1-1-1,1,,,39.28851384,141.1311105,
1426,E0320600027111,江釣子小学校,岩手県北上市上江釣子16-200,1,,,39.30036242,141.0717401,
1427,E0320600028111,市民江釣子体育館,岩手県北上市上江釣子17-116,1,,,39.2982247757743,141.072043724915,
1428,E0320600028112,江釣子地区交流センター,岩手県北上市上江釣子17-116,1,,,39.2980711772229,141.072413869763,
1429,E0320600029111,江釣子中学校,岩手県北上市上江釣子17-172-1,1,,,39.29704218,141.0762846,
1430,E0320600033111,上野中学校,岩手県北上市上野町4-10-8,1,,,39.30290506,141.1270246,
1431,E0320600035111,県立黒沢尻北高等学校,岩手県北上市常盤台1-1-69,1,,,39.2970237,141.1202094,
1432,E0320600036111,黒沢尻北小学校,岩手県北上市常盤台1-22-33,1,,,39.30347513,141.1176591,
1433,E0320600038111,黒沢尻北地区交流センター,岩手県北上市常盤台1-30-20,1,,,39.304635,141.12036163559,
1434,E0320600039111,サンレック北上,岩手県北上市常盤台2-1-33,1,,,39.300369,141.115937,
1435,E0320600040121,北上市総合福祉センター,岩手県北上市常盤台2-1-63,1,,要配慮者,39.30050122,141.1165812,
1436,E0320600042111,専修大学北上高等学校,岩手県北上市新穀町2-4-64,1,,,39.29021208,141.1104679,
1437,E0320600044111,北上市民成田スポーツ交流館,岩手県北上市成田24-23,1,,,39.35053161,141.1291773,
1438,E0320600047111,南小学校,岩手県北上市相去町葛西檀12-2,1,,,39.26363457,141.0946913,
1439,E0320600048111,県立北上翔南高等学校,岩手県北上市相去町高前檀13,1,,,39.25908072,141.0900822,
1440,E0320600049111,北上総合体育館,岩手県北上市相去町高前檀27-36,1,,,39.258834,141.092891,
1441,E0320600050112,相去地区交流センター,岩手県北上市相去町小糠沢19,1,,,39.2567888602045,141.111222972519,
1442,E0320600050111,相去体育館,岩手県北上市相去町小糠沢19,1,,,39.25708239,141.1112597,
1443,E0320600051111,南中学校,岩手県北上市相去町滝の沢7-2,1,,,39.26444742,141.0906485,
1444,E0320600053111,飯豊小学校,岩手県北上市村崎野11-101,1,,,39.34136228,141.0954355,
1445,E0320600054111,飯豊中学校,岩手県北上市村崎野11-200,1,,,39.33953274,141.0981985,
1446,E0320600055111,飯豊地区交流センター,岩手県北上市村崎野12-67-6,1,,,39.33295936,141.0993881,
1447,E0320600056111,県立黒沢尻工業高等学校,岩手県北上市村崎野24-19,1,,,39.32863554,141.1259199,
1448,E0320600106111,生涯学習センター,岩手県北上市大通り1-3-1,1,,,39.282202,141.120238,
1449,E0320600064111,専修大学北上福祉教育専門学校,岩手県北上市鍛冶町1-3-1,1,,,39.28847994,141.1075992,
1450,E0320600065111,黒沢尻東地区交流センター,岩手県北上市中野町1-5-46,1,,,39.287787,141.124604,
1451,E0320600066111,黒沢尻東小学校,岩手県北上市中野町1-8-1,1,,,39.28910164,141.1252407,
1452,E0320600069111,北上北中学校,岩手県北上市二子町秋子沢13,1,,,39.327024,141.135663,
1453,E0320600070111,二子小学校,岩手県北上市二子町鳥喰22-2,1,,,39.32242148,141.1384333,
1454,E0320600071111,二子地区交流センター,岩手県北上市二子町鳥喰前49-4,1,,,39.320017,141.138213,
1455,E0320600072111,江釣子共同福祉施設,岩手県北上市鳩岡崎2-51-1,1,,,39.313889,141.085462,
1456,E0320600074111,江釣子１７区公民館,岩手県北上市北鬼柳21-92-1,1,,,39.29166538,141.0922205,
1457,E0320600075111,江釣子勤労者体育センター,岩手県北上市北鬼柳22-52-3,1,,,39.29154444,141.0971192,
1458,E0320600076111,江釣子１５区曽山公民館,岩手県北上市北鬼柳3-76,1,,,39.3073868,141.1001738,
1459,E0320600077111,村崎野勤労者体育館,岩手県北上市北工業団地1-7,1,,,39.32977331,141.121659,
1460,E0320600078111,黒沢尻西地区交流センター,岩手県北上市本石町1-6-20,1,,,39.291131,141.112996,
1461,E0320600079111,黒沢尻西小学校,岩手県北上市本石町1-6-71,1,,,39.2910634,141.1138603,
1462,E0320600080111,黒沢尻体育館,岩手県北上市本石町2-5-1,1,,,39.29217018,141.1165489,
1463,E0320600082111,日本現代詩歌文学館,岩手県北上市本石町2-5-60,1,,,39.2928975772699,141.114505420996,
1464,E0320600084111,東陵中学校,岩手県北上市立花1-8,1,,,39.29068233,141.1443406,
1465,E0320600085111,立花地区交流センター,岩手県北上市立花20-57-14,1,,,39.28436764,141.1420357,
1466,E0320600087121,和賀町総合福祉センター,岩手県北上市和賀町横川目10-20-3,1,,要配慮者,39.306664,140.9798024,
1467,E0320600088111,和賀西中学校,岩手県北上市和賀町横川目13-64-1,1,,,39.31235229,140.9773381,
1468,E0320600089111,横川目多目的集会施設,岩手県北上市和賀町横川目16-283-2,1,,,39.32440203,140.9798462,
1469,E0320600090111,津村田生活改善センター,岩手県北上市和賀町横川目27-140-2,1,,,39.33349731,140.9838732,
1470,E0320600091111,和賀西小学校,岩手県北上市和賀町横川目7-134-3,1,,,39.31227325,140.971204,
1471,E0320600092111,いわさき小学校,岩手県北上市和賀町岩崎18-53-3,1,,,39.28183,141.041166,
1472,E0320600093111,岩崎地区交流センター,岩手県北上市和賀町岩崎18-53-8,1,,,39.281552,141.042985,
1473,E0320600094111,羽山ふれあいセンター,岩手県北上市和賀町岩沢9-1-3,1,,,39.30103438,140.9315752,
1474,E0320600096111,後藤野自治公民館,岩手県北上市和賀町後藤1-354,1,,,39.33979091,140.9935434,
1475,E0320600095111,後藤１区自治公民館,岩手県北上市和賀町後藤11-54-4,1,,,39.33525935,141.0390891,
1476,E0320600097111,ふるさと体験館北上,岩手県北上市和賀町山口23-24-5,1,,,39.29651528,140.9725627,
1477,E0320600098111,仙人公民館,岩手県北上市和賀町仙人7-5,1,,,39.30759975,140.912957,
1478,E0320600099111,和賀地区交流センター,岩手県北上市和賀町竪川目1-1-13,1,,,39.3059095034984,140.996748363741,
1479,E0320600100111,和賀東中学校,岩手県北上市和賀町長沼6-1,1,,,39.29768102,141.0287489,
1480,E0320600101111,藤根地区交流センター,岩手県北上市和賀町藤根14-147-3,1,,,39.31648082,141.0310935,
1481,E0320600102111,和賀東小学校,岩手県北上市和賀町藤根17-100-2,1,,,39.30382697,141.0292881,
1482,E0350300005111,国民宿舎えぼし荘,岩手県野田村大字玉川2-62,1,,,40.0588832397578,141.846638495431,
1483,E0350300009121,国民宿舎えぼし荘,岩手県野田村大字玉川第２地割62-28,,,区分なし,40.058767634776,141.84665038227,
1484,E0350300013111,野田小学校（体育館）,岩手県野田村大字野田12-61,1,,,40.103112304921,141.81747619547,
1485,E0350300016111,総合センター,岩手県野田村大字野田20-14-2,1,,,40.109702570652,141.817774082,
1486,E0350300017111,野田中学校（体育館）,岩手県野田村大字野田22-114-13,1,,,40.10307057724,141.80367829735,
1487,E0332200001111,煙山自治公民館,岩手県矢巾町大字煙山18-11-3,,,,39.622203,141.123118,
1488,E0332200004111,南煙山転作研修センター,岩手県矢巾町大字煙山31-86,,,,39.6073175862,141.131508341,
1489,E0332200005111,城内公民館,岩手県矢巾町大字煙山8-83-2,,,,39.614917159086,141.11421669168,
1490,E0332200006111,間野々公民館,岩手県矢巾町大字間野々12-95-1,,,,39.596919,141.172239,
1491,E0332200009111,岩清水コミュニティセンター,岩手県矢巾町大字岩清水5-199-1,,,,39.583046379378,141.10600015158,
1492,E0332200011111,南昌コミュニティセンター,岩手県矢巾町大字広宮沢1-2-129,,,,39.625266,141.092093,
1493,E0332200012121,介護老人保健施設敬愛荘,岩手県矢巾町大字広宮沢1-2-181,,,要配慮者,39.622350466116,141.08753966282,
1494,E0332200013121,介護老人福祉施設悠和荘,岩手県矢巾町大字広宮沢1-2-312,,,要配慮者,39.623262969604,141.0890918307,
1495,E0332200010111,広宮沢玉生会館,岩手県矢巾町大字広宮沢10-501-29,,,,39.634219,141.119707,
1496,E0332200014111,広宮沢１区公民館,岩手県矢巾町大字広宮沢5-53,,,,39.630849,141.123217,
1497,E0332200015121,介護老人福祉施設志和荘,岩手県矢巾町大字広宮沢矢巾町大字広宮沢1-100,,,要配慮者,39.626083036972,141.09299171957,
1498,E0332200016111,高田コミュニティセンター,岩手県矢巾町大字高田12-66,,,,39.62772,141.172366,
1499,E0332200019111,矢巾町農村環境改善センター,岩手県矢巾町大字室岡11-132-1,,,,39.5938748541,141.125623003,
1500,E0332200020121,障害者支援施設新生園,岩手県矢巾町大字室岡12-125,,,要配慮者,39.595712503412,141.12520070806,
1501,E0332200021111,不動小学校,岩手県矢巾町大字室岡12-50,1,,,39.594129860269,141.12462863451,
1502,E0332200022111,室岡公民館,岩手県矢巾町大字室岡6-40-6,,,,39.595197,141.121974,
1503,E0332200025111,矢巾北中学校,岩手県矢巾町大字上矢次7-115,1,,,39.626116914815,141.14244024194,
1504,E0332200026111,煙山保育園,岩手県矢巾町大字上矢次7-29-1,,,,39.6226,141.142096,
1505,E0332200027111,清掃センターふれあい館,岩手県矢巾町大字西徳田12-168-2,,,,39.598365567178,141.19335687752,
1506,E0332200029111,西徳田１区公民館,岩手県矢巾町大字西徳田4-9-27,,,,39.611025,141.169169,
1507,E0332200030121,デイサービスセンター「百万石」矢巾口,岩手県矢巾町大字西徳田5-200-12,,,要配慮者,39.612300623595,141.170927625,
1508,E0332200031111,徳田小学校,岩手県矢巾町大字西徳田6-53,1,,,39.608686262162,141.17258481571,
1509,E0332200032111,西徳田２区公民館,岩手県矢巾町大字西徳田7-91-1,,,,39.609463288067,141.17597532807,
1510,E0332200033111,下赤林集落センター,岩手県矢巾町大字赤林16-13-23,,,,39.631519,141.148651,
1511,E0332200036111,上赤林公民館,岩手県矢巾町大字赤林5-120,,,,39.642229,141.134022,
1512,E0332200037111,太田農事交流センター,岩手県矢巾町大字太田11-1-10,1,,,39.583044763126,141.13398837685,
1513,E0332200038121,矢巾町南デイサービスセンター,岩手県矢巾町大字太田17-13-1,,,要配慮者,39.57394306605,141.1403449642,
1514,E0332200038122,小規模多機能型居宅介護むつき,岩手県矢巾町大字太田17-13-1,,,要配慮者,39.573714723824,141.1400470523,
1515,E0332200039121,障害者支援施設第二新生園,岩手県矢巾町大字太田17-54,,,要配慮者,39.573286231027,141.13883023984,
1516,E0332200040121,介護老人保健施設シェーンハイムやはば,岩手県矢巾町大字土橋11-35-1,,,要配慮者,39.583283663603,141.17208887637,
1517,E0332200042111,矢巾地区農業構造改善センター,岩手県矢巾町大字土橋8-104,,,,39.586314,141.178036,
1518,E0332200043111,東徳田公民館,岩手県矢巾町大字東徳田11-216,,,,39.603878599066,141.18398929403,
1519,E0332200044111,三谷公民館,岩手県矢巾町大字東徳田4-131,1,,,39.6091,141.162023,
1520,E0332200045111,学校法人岩手医科大学附属病院エネルギーセンター,岩手県矢巾町大字藤沢1,,,,39.6154336902506,141.16233659455,
1521,E0332200046111,矢巾東小学校,岩手県矢巾町大字藤沢2-11,1,,,39.619725349562,141.16349785312,
1522,E0332200047111,藤澤自治会館,岩手県矢巾町大字藤沢7-34-5,,,,39.617001,141.169418,
1523,E0332200048111,南矢幅５区公民館,岩手県矢巾町大字南矢幅11-8-4,,,,39.6053,141.148219,
